,initial_ke,mid1_ratio,mid2_ratio,retardation,tof_min,tof_std
0,300.0,0.2,0.2,10.0,0.0378878,1.0264915238252121e-05
0,50.0,0.2,0.2,10.0,0.0875625,3.716730322950078e-05
0,75.0,0.2,0.2,10.0,0.0730593,2.403801313169202e-05
0,0.3,0.2,0.3,10.0,0.41837,0.00028750236283377114
0,0.6,0.2,0.3,10.0,0.344442,0.0002457395502528127
0,100.0,0.2,0.3,10.0,0.0640033,2.1892534157005076e-05
0,150.0,0.2,0.3,10.0,0.052893,1.5285745984511776e-05
0,25.0,0.2,0.3,10.0,0.116966,4.253514417362183e-05
0,300.0,0.2,0.3,10.0,0.0378879,1.0350522604451092e-05
0,50.0,0.2,0.3,10.0,0.0875641,3.4470595327037e-05
0,75.0,0.2,0.3,10.0,0.0730602,2.4172571892436976e-05
0,0.3,0.2,0.6,10.0,0.41847,0.0003303381744876103
0,0.6,0.2,0.6,10.0,0.344531,0.0002743873609301636
0,100.0,0.2,0.6,10.0,0.0640052,2.2522375664721748e-05
0,150.0,0.2,0.6,10.0,0.0528941,1.695383917353085e-05
0,25.0,0.2,0.6,10.0,0.116978,8.94063897257124e-05
0,300.0,0.2,0.6,10.0,0.0378883,1.0231435264737595e-05
0,50.0,0.2,0.6,10.0,0.0875691,3.348970612369398e-05
0,75.0,0.2,0.6,10.0,0.0730631,2.5158520498500202e-05
0,0.3,0.2,0.8,10.0,0.418538,0.0002789907328227583
0,0.6,0.2,0.8,10.0,0.344591,0.0002454703692431874
0,0.3,0.2,0.8,10.0,0.418538,0.0002940680628260919
0,100.0,0.2,0.8,10.0,0.0640065,2.1509488462639562e-05
0,150.0,0.2,0.8,10.0,0.0528951,1.6497179588329706e-05
0,25.0,0.2,0.8,10.0,0.116985,8.924821858046537e-05
0,300.0,0.2,0.8,10.0,0.0378886,8.749883495818314e-06
0,50.0,0.2,0.8,10.0,0.0875724,3.2451174383643815e-05
0,75.0,0.2,0.8,10.0,0.0730651,2.6114020837823777e-05
0,0.3,0.2,0.9,10.0,0.418572,0.0002891046290270992
0,0.6,0.2,0.9,10.0,0.344622,0.00025260943822676346
0,0.3,0.2,0.9,10.0,0.418572,0.00025141308643249964
0,100.0,0.2,0.9,10.0,0.0640072,2.149831685878492e-05
0,150.0,0.2,0.9,10.0,0.0528952,1.570522340825466e-05
0,25.0,0.2,0.9,10.0,0.116989,9.7224911641558e-05
0,300.0,0.2,0.9,10.0,0.0378892,1.017806554553567e-05
0,50.0,0.2,0.9,10.0,0.0875741,5.707105889611303e-05
0,75.0,0.2,0.9,10.0,0.073066,2.5917013398760497e-05
0,0.3,0.2,0.0,10.0,0.418273,0.00010448830384885338
0,0.6,0.2,0.0,10.0,0.344356,9.386953952325872e-05
0,100.0,0.2,0.0,10.0,0.0640013,2.016927656068018e-05
0,150.0,0.2,0.0,10.0,0.0528919,1.7353012272741086e-05
0,25.0,0.2,0.0,10.0,0.116955,4.819819129796868e-05
0,300.0,0.2,0.0,10.0,0.0378877,9.185407001333504e-06
0,50.0,0.2,0.0,10.0,0.0875597,3.285005048394054e-05
0,75.0,0.2,0.0,10.0,0.0730574,2.747740437485615e-05
0,0.3,0.3,0.1354,10.0,0.420626,0.0002777069516846001
0,0.6,0.3,0.1354,10.0,0.346336,0.0002067308859284838
0,100.0,0.3,0.1354,10.0,0.0640251,2.1311089758942832e-05
0,150.0,0.3,0.1354,10.0,0.0529052,1.5725506001156166e-05
0,25.0,0.3,0.1354,10.0,0.117106,4.921536838677012e-05
0,300.0,0.3,0.1354,10.0,0.0378926,9.226903225039784e-06
0,50.0,0.3,0.1354,10.0,0.0876216,3.078390520554028e-05
0,75.0,0.3,0.1354,10.0,0.0730933,2.5985764446195922e-05
0,0.3,0.3,0.2,10.0,0.420649,0.00031059567583314026
0,0.6,0.3,0.2,10.0,0.346357,0.00025128058462957245
0,100.0,0.3,0.2,10.0,0.0640255,2.3040947141261247e-05
0,150.0,0.3,0.2,10.0,0.0529054,1.6582125048401357e-05
0,25.0,0.3,0.2,10.0,0.117108,4.804092476748926e-05
0,300.0,0.3,0.2,10.0,0.0378924,1.0566022960177149e-05
0,50.0,0.3,0.2,10.0,0.0876222,3.377719507736527e-05
0,75.0,0.3,0.2,10.0,0.0730936,2.57949365838741e-05
0,0.3,0.3,0.3,10.0,0.420685,0.00039000939137992887
0,0.6,0.3,0.3,10.0,0.34639,0.00036320141432677954
0,100.0,0.3,0.3,10.0,0.0640268,2.150898685408167e-05
0,150.0,0.3,0.3,10.0,0.0529064,1.526057417738985e-05
0,25.0,0.3,0.3,10.0,0.117112,4.992293417327925e-05
0,300.0,0.3,0.3,10.0,0.037893,9.546058312171353e-06
0,50.0,0.3,0.3,10.0,0.0876239,3.187385551205253e-05
0,75.0,0.3,0.3,10.0,0.0730945,2.6113532536402686e-05
0,0.3,0.3,0.6,10.0,0.420796,0.0003153333739699181
0,0.6,0.3,0.6,10.0,0.346489,0.0002799986579186217
0,100.0,0.3,0.6,10.0,0.0640281,2.1955842802527216e-05
0,150.0,0.3,0.6,10.0,0.0529069,1.598340697877468e-05
0,25.0,0.3,0.6,10.0,0.117125,8.97653397828957e-05
0,300.0,0.3,0.6,10.0,0.037893,9.798826415092024e-06
0,50.0,0.3,0.6,10.0,0.0876289,3.582130192555483e-05
0,75.0,0.3,0.6,10.0,0.0730975,2.415580591568654e-05
0,0.3,0.3,0.8,10.0,0.420872,0.00028391058876529667
0,0.6,0.3,0.8,10.0,0.346556,0.0002745238653014031
0,100.0,0.3,0.8,10.0,0.0640294,2.206322569419811e-05
0,150.0,0.3,0.8,10.0,0.0529076,1.635878504120145e-05
0,25.0,0.3,0.8,10.0,0.117132,8.475586566585673e-05
0,300.0,0.3,0.8,10.0,0.0378933,9.739710643702055e-06
0,50.0,0.3,0.8,10.0,0.0876323,3.583743985604592e-05
0,75.0,0.3,0.8,10.0,0.0730994,2.422715934456709e-05
0,0.3,0.3,0.9,10.0,0.420911,0.00024344884223815902
0,0.6,0.3,0.9,10.0,0.346591,0.0002387186430837501
0,100.0,0.3,0.9,10.0,0.0640301,1.9409419556813042e-05
0,150.0,0.3,0.9,10.0,0.052908,1.5754520499640867e-05
0,25.0,0.3,0.9,10.0,0.117136,9.124283888155438e-05
0,300.0,0.3,0.9,10.0,0.0376436,2.9594853902390018e-05
0,50.0,0.3,0.9,10.0,0.087634,6.795256144534268e-05
0,75.0,0.3,0.9,10.0,0.0731004,2.5416693590438445e-05
0,0.3,0.3,0.0,10.0,0.420577,0.00025232916675958935
0,0.6,0.3,0.0,10.0,0.346293,0.00020870622782117758
0,100.0,0.3,0.0,10.0,0.0640249,2.2749517153251712e-05
0,150.0,0.3,0.0,10.0,0.0529053,1.7173155183679993e-05
0,25.0,0.3,0.0,10.0,0.117101,4.561851022004875e-05
0,300.0,0.3,0.0,10.0,0.0378922,8.249870196054075e-06
0,50.0,0.3,0.0,10.0,0.0876198,3.157237614821656e-05
0,75.0,0.3,0.0,10.0,0.0730924,2.6682926833400378e-05
0,0.3,0.4,0.1354,10.0,0.42336,0.00038783524631448254
0,0.6,0.4,0.1354,10.0,0.348625,0.0003281134639185096
0,100.0,0.4,0.1354,10.0,0.0640482,1.9661680991448623e-05
0,150.0,0.4,0.1354,10.0,0.0529181,1.4444493977317385e-05
0,25.0,0.4,0.1354,10.0,0.117256,5.334881011146089e-05
0,300.0,0.4,0.1354,10.0,0.037897,9.287819671874462e-06
0,50.0,0.4,0.1354,10.0,0.0876819,3.6622389396704927e-05
0,75.0,0.4,0.1354,10.0,0.0731276,2.623279189877238e-05
0,0.3,0.4,0.2,10.0,0.423388,0.00043355476206068127
0,0.6,0.4,0.2,10.0,0.34865,0.00038911510977857993
0,100.0,0.4,0.2,10.0,0.0640486,2.131315405057327e-05
0,150.0,0.4,0.2,10.0,0.0529183,1.703180215658651e-05
0,25.0,0.4,0.2,10.0,0.117259,5.453186477394698e-05
0,300.0,0.4,0.2,10.0,0.0378971,9.556569514426817e-06
0,50.0,0.4,0.2,10.0,0.087683,3.7714011315308315e-05
0,75.0,0.4,0.2,10.0,0.0731283,2.7288606751981598e-05
0,0.3,0.4,0.3,10.0,0.42343,0.0004132779036148996
0,0.6,0.4,0.3,10.0,0.348687,0.0003551072193706174
0,100.0,0.4,0.3,10.0,0.0640492,2.225828692131978e-05
0,150.0,0.4,0.3,10.0,0.0529187,1.6665314001333395e-05
0,25.0,0.4,0.3,10.0,0.117263,5.700785413708774e-05
0,300.0,0.4,0.3,10.0,0.0378973,9.408536291043478e-06
0,50.0,0.4,0.3,10.0,0.0876847,3.4984498775061884e-05
0,75.0,0.4,0.3,10.0,0.0731292,2.7908761112189608e-05
0,0.3,0.4,0.6,10.0,0.423556,0.0002829520943389673
0,0.6,0.4,0.6,10.0,0.348799,0.0002761917959234225
0,100.0,0.4,0.6,10.0,0.0640512,2.1209482155352187e-05
0,150.0,0.4,0.6,10.0,0.0529203,1.6420859136840966e-05
0,25.0,0.4,0.6,10.0,0.117275,8.192618543612273e-05
0,300.0,0.4,0.6,10.0,0.0378981,9.9992859316372e-06
0,50.0,0.4,0.6,10.0,0.0876898,3.7399751888922975e-05
0,75.0,0.4,0.6,10.0,0.0731322,2.350807204461037e-05
0,0.3,0.4,0.8,10.0,0.42364,0.0002741901712315552
0,0.6,0.4,0.8,10.0,0.348874,0.00023841136235697557
0,100.0,0.4,0.8,10.0,0.0640526,2.142611899921929e-05
0,150.0,0.4,0.8,10.0,0.0529208,1.7658429218852252e-05
0,25.0,0.4,0.8,10.0,0.117283,8.381370222150853e-05
0,300.0,0.4,0.8,10.0,0.0378981,9.200795219335397e-06
0,50.0,0.4,0.8,10.0,0.0876936,4.544828495302174e-05
0,75.0,0.4,0.8,10.0,0.0731345,2.65348256754263e-05
0,0.3,0.4,0.9,10.0,0.423686,0.00026979811470539044
0,0.6,0.4,0.9,10.0,0.348915,0.00025193143490537414
0,100.0,0.4,0.9,10.0,0.0640542,2.1270122580167436e-05
0,150.0,0.4,0.9,10.0,0.0529217,1.5249018591667867e-05
0,25.0,0.4,0.9,10.0,0.117287,9.644453590411002e-05
0,300.0,0.4,0.9,10.0,0.0378987,9.006126233711604e-06
0,50.0,0.4,0.9,10.0,0.0876961,6.811270719452173e-05
0,75.0,0.4,0.9,10.0,0.0731362,2.746307978310805e-05
0,0.3,0.4,0.0,10.0,0.423306,0.00031365499567510553
0,0.6,0.4,0.0,10.0,0.348577,0.0002397084608469713
0,100.0,0.4,0.0,10.0,0.0640476,2.2012251017630745e-05
0,150.0,0.4,0.0,10.0,0.0529178,1.585602617532852e-05
0,25.0,0.4,0.0,10.0,0.117251,4.2624544468705267e-05
0,300.0,0.4,0.0,10.0,0.0378968,9.497351710618214e-06
0,50.0,0.4,0.0,10.0,0.0876796,3.2180277850917364e-05
0,75.0,0.4,0.0,10.0,0.0731267,2.7371022215889196e-05
0,0.3,0.0,0.1354,10.0,0.414578,7.665414140389524e-05
0,0.6,0.0,0.1354,10.0,0.341243,7.274942524336768e-05
0,100.0,0.0,0.1354,10.0,0.0639571,1.8028908197442738e-05
0,150.0,0.0,0.1354,10.0,0.052867,1.581247972295184e-05
0,25.0,0.0,0.1354,10.0,0.116682,3.8191708403939697e-05
0,300.0,0.0,0.1354,10.0,0.0378784,8.620490435348388e-06
0,50.0,0.0,0.1354,10.0,0.0874452,3.001634448901177e-05
0,75.0,0.0,0.1354,10.0,0.0729914,2.1754325394610635e-05
0,0.3,0.0,0.2,10.0,0.414599,9.139165639791094e-05
0,0.6,0.0,0.2,10.0,0.341258,8.036895865130088e-05
0,100.0,0.0,0.2,10.0,0.0639575,1.9766547475801906e-05
0,150.0,0.0,0.2,10.0,0.0528672,1.701305789283786e-05
0,25.0,0.0,0.2,10.0,0.116685,4.1230799458571666e-05
0,300.0,0.0,0.2,10.0,0.0378785,9.897576686702945e-06
0,50.0,0.0,0.2,10.0,0.0874468,3.4945343117956693e-05
0,75.0,0.0,0.2,10.0,0.0729924,2.6495535973951923e-05
0,0.3,0.0,0.3,10.0,0.414623,0.00026613399393797066
0,0.6,0.0,0.3,10.0,0.341282,0.00015910967634967323
0,100.0,0.0,0.3,10.0,0.0639585,2.194740101981109e-05
0,150.0,0.0,0.3,10.0,0.0528682,1.6856602130695086e-05
0,25.0,0.0,0.3,10.0,0.116688,3.4904490588868e-05
0,300.0,0.0,0.3,10.0,0.0378786,8.944632235296396e-06
0,50.0,0.0,0.3,10.0,0.0874478,3.0941536442215526e-05
0,75.0,0.0,0.3,10.0,0.0729929,2.282523623132092e-05
0,0.3,0.0,0.6,10.0,0.414705,0.0004117523285392472
0,0.6,0.0,0.6,10.0,0.34136,0.00026348384591536766
0,100.0,0.0,0.6,10.0,0.0639601,1.940067271876898e-05
0,150.0,0.0,0.6,10.0,0.0528687,1.649348358437801e-05
0,25.0,0.0,0.6,10.0,0.116699,7.44165336185572e-05
0,300.0,0.0,0.6,10.0,0.0378791,9.389154370791497e-06
0,50.0,0.0,0.6,10.0,0.0874526,3.100839779053391e-05
0,75.0,0.0,0.6,10.0,0.0729958,2.6750639726826444e-05
0,0.3,0.0,0.8,10.0,0.414762,0.0002555839429046014
0,0.6,0.0,0.8,10.0,0.341405,0.0002140695300403178
0,100.0,0.0,0.8,10.0,0.0639613,2.1620603507308133e-05
0,150.0,0.0,0.8,10.0,0.0528694,1.551278711587861e-05
0,25.0,0.0,0.8,10.0,0.116706,8.311714011440662e-05
0,300.0,0.0,0.8,10.0,0.0378793,9.40905595106866e-06
0,50.0,0.0,0.8,10.0,0.0874558,3.1594041320514884e-05
0,75.0,0.0,0.8,10.0,0.0729981,2.3694554779727756e-05
0,0.3,0.0,0.9,10.0,0.41479,0.00023928820737118892
0,0.6,0.0,0.9,10.0,0.34143,0.000207851065674884
0,100.0,0.0,0.9,10.0,0.063962,1.9509317639839682e-05
0,150.0,0.0,0.9,10.0,0.0528698,1.539995562169059e-05
0,25.0,0.0,0.9,10.0,0.11671,9.016940727391155e-05
0,300.0,0.0,0.9,10.0,0.0378795,9.626100293671774e-06
0,50.0,0.0,0.9,10.0,0.0874574,3.3696195074193965e-05
0,75.0,0.0,0.9,10.0,0.0729986,2.322825989314352e-05
0,0.3,0.0,0.0,10.0,0.414549,9.834241118068095e-05
0,0.6,0.0,0.0,10.0,0.341211,8.494506768300543e-05
0,100.0,0.0,0.0,10.0,0.0639562,2.221392343612681e-05
0,150.0,0.0,0.0,10.0,0.0528665,1.6072613659560136e-05
0,25.0,0.0,0.0,10.0,0.116677,4.275587343072879e-05
0,300.0,0.0,0.0,10.0,0.0378782,1.0332562819801423e-05
0,50.0,0.0,0.0,10.0,0.087443,3.2872737116379754e-05
0,75.0,0.0,0.0,10.0,0.0729901,2.5082078884743967e-05
0,115.0,0.08,0.08,-15.0,0.0651792,2.3296551569035222e-05
0,15.3,0.08,0.08,-15.0,0.877906,0.00021543625153554012
0,15.6,0.08,0.08,-15.0,0.642775,0.00015293358200620452
0,16.0,0.08,0.08,-15.0,0.512615,0.00015245080850944808
0,165.0,0.08,0.08,-15.0,0.0535438,1.6573029894219823e-05
0,17.0,0.08,0.08,-15.0,0.378753,0.00012724073259814245
0,19.0,0.08,0.08,-15.0,0.280736,0.00012527729121715006
0,21.0,0.08,0.08,-15.0,0.235623,9.554672986494409e-05
0,23.0,0.08,0.08,-15.0,0.207943,8.810475579735261e-05
0,27.0,0.08,0.08,-15.0,0.174058,6.51892869822588e-05
0,31.0,0.08,0.08,-15.0,0.153163,7.262109716717121e-05
0,315.0,0.08,0.08,-15.0,0.0381226,9.629613219457689e-06
0,40.0,0.08,0.08,-15.0,0.125182,4.815434503747071e-05
0,65.0,0.08,0.08,-15.0,0.0907366,3.377078899028053e-05
0,90.0,0.08,0.08,-15.0,0.0748412,2.5645016356116842e-05
0,115.0,0.08,0.1354,-15.0,0.0651782,2.3802869650076263e-05
0,15.3,0.08,0.1354,-15.0,0.877468,0.0002974641652840895
0,15.6,0.08,0.1354,-15.0,0.642477,0.00017426858256695577
0,16.0,0.08,0.1354,-15.0,0.512409,0.00019430593786025165
0,165.0,0.08,0.1354,-15.0,0.0535441,1.6937171531315025e-05
0,17.0,0.08,0.1354,-15.0,0.378643,0.00013337011259923062
0,19.0,0.08,0.1354,-15.0,0.280684,0.00010691701059302663
0,21.0,0.08,0.1354,-15.0,0.235591,9.533990803180001e-05
0,23.0,0.08,0.1354,-15.0,0.207921,9.043999987587627e-05
0,27.0,0.08,0.1354,-15.0,0.174045,8.17434292755414e-05
0,31.0,0.08,0.1354,-15.0,0.153154,6.816240578811753e-05
0,315.0,0.08,0.1354,-15.0,0.0381227,9.445856233449458e-06
0,40.0,0.08,0.1354,-15.0,0.125177,5.675743985230874e-05
0,65.0,0.08,0.1354,-15.0,0.0907354,3.3173058850156616e-05
0,90.0,0.08,0.1354,-15.0,0.0748407,2.6877583254418535e-05
0,115.0,0.08,0.2,-15.0,0.0651775,2.229649985196619e-05
0,15.3,0.08,0.2,-15.0,0.877033,0.0003238574913491771
0,15.6,0.08,0.2,-15.0,0.642157,0.00023135338311507222
0,16.0,0.08,0.2,-15.0,0.512179,0.00018692512412970595
0,165.0,0.08,0.2,-15.0,0.0535431,1.6413935399190417e-05
0,17.0,0.08,0.2,-15.0,0.37852,0.00016458668000035332
0,19.0,0.08,0.2,-15.0,0.280625,0.00012307017419226518
0,21.0,0.08,0.2,-15.0,0.235555,9.081211209549e-05
0,23.0,0.08,0.2,-15.0,0.207896,9.122043188910849e-05
0,27.0,0.08,0.2,-15.0,0.17403,7.913869287700614e-05
0,31.0,0.08,0.2,-15.0,0.153144,6.451192799488389e-05
0,315.0,0.08,0.2,-15.0,0.0381221,9.485289362254764e-06
0,40.0,0.08,0.2,-15.0,0.125172,5.1733392571455026e-05
0,65.0,0.08,0.2,-15.0,0.0907325,3.820809413850498e-05
0,90.0,0.08,0.2,-15.0,0.0748393,2.665323953739423e-05
0,115.0,0.08,0.3,-15.0,0.0651768,2.200793669347862e-05
0,15.3,0.08,0.3,-15.0,0.87634,0.0004166177564366712
0,15.6,0.08,0.3,-15.0,0.641677,0.00029932129020996176
0,16.0,0.08,0.3,-15.0,0.511842,0.00020215755218427086
0,165.0,0.08,0.3,-15.0,0.0535425,1.699616012685085e-05
0,17.0,0.08,0.3,-15.0,0.378332,0.00014151667296335982
0,19.0,0.08,0.3,-15.0,0.280536,0.00010793868876428014
0,21.0,0.08,0.3,-15.0,0.2355,0.00010273541911680884
0,23.0,0.08,0.3,-15.0,0.207859,9.747981099502859e-05
0,27.0,0.08,0.3,-15.0,0.174008,7.504793399994836e-05
0,31.0,0.08,0.3,-15.0,0.15313,7.053520410014525e-05
0,315.0,0.08,0.3,-15.0,0.0381226,1.0285579128551957e-05
0,40.0,0.08,0.3,-15.0,0.125164,5.135948065282068e-05
0,65.0,0.08,0.3,-15.0,0.09073,3.637732400463312e-05
0,90.0,0.08,0.3,-15.0,0.0748376,2.6848934507183382e-05
0,115.0,0.08,0.4,-15.0,0.0651758,2.2958136662049664e-05
0,15.3,0.08,0.4,-15.0,0.875838,0.00020726608687681445
0,15.6,0.08,0.4,-15.0,0.641266,0.00031631603475978096
0,16.0,0.08,0.4,-15.0,0.511536,0.00020167637882691954
0,165.0,0.08,0.4,-15.0,0.0535422,1.7187850802601182e-05
0,17.0,0.08,0.4,-15.0,0.378157,0.00012268184715409153
0,19.0,0.08,0.4,-15.0,0.28045,0.00010892535424160959
0,21.0,0.08,0.4,-15.0,0.235447,0.00011091075090870075
0,23.0,0.08,0.4,-15.0,0.207821,8.832199999084004e-05
0,27.0,0.08,0.4,-15.0,0.173986,7.285133936351579e-05
0,31.0,0.08,0.4,-15.0,0.153114,7.443403293367801e-05
0,315.0,0.08,0.4,-15.0,0.0381219,9.469103779154397e-06
0,40.0,0.08,0.4,-15.0,0.125155,5.741861397500558e-05
0,65.0,0.08,0.4,-15.0,0.090727,3.686301016924279e-05
0,90.0,0.08,0.4,-15.0,0.0748364,2.7841037158942898e-05
0,115.0,0.08,0.5,-15.0,0.0651747,2.149104789794076e-05
0,15.3,0.08,0.5,-15.0,0.87523,0.0003927099014115692
0,15.6,0.08,0.5,-15.0,0.64088,0.000288645248895852
0,16.0,0.08,0.5,-15.0,0.511232,0.00018315643971819127
0,165.0,0.08,0.5,-15.0,0.0535413,1.6309576613394733e-05
0,17.0,0.08,0.5,-15.0,0.377982,0.00018544359854087225
0,19.0,0.08,0.5,-15.0,0.280363,0.00010479531259393532
0,21.0,0.08,0.5,-15.0,0.235392,9.53050048751272e-05
0,23.0,0.08,0.5,-15.0,0.207782,0.00010004603738955528
0,27.0,0.08,0.5,-15.0,0.173963,7.091659830172762e-05
0,31.0,0.08,0.5,-15.0,0.1531,6.995750859687807e-05
0,315.0,0.08,0.5,-15.0,0.0381215,9.905680580553408e-06
0,40.0,0.08,0.5,-15.0,0.125148,5.1137536188027994e-05
0,65.0,0.08,0.5,-15.0,0.0907236,3.417071893891388e-05
0,90.0,0.08,0.5,-15.0,0.0748343,2.7414476475764035e-05
0,115.0,0.08,0.6,-15.0,0.0651732,2.2726319946701537e-05
0,15.3,0.08,0.6,-15.0,0.874757,0.0003705491420401132
0,15.6,0.08,0.6,-15.0,0.640473,0.00023335878432623194
0,16.0,0.08,0.6,-15.0,0.510953,0.0003575592035531701
0,165.0,0.08,0.6,-15.0,0.0535407,1.6808407678863618e-05
0,17.0,0.08,0.6,-15.0,0.377817,0.00015020041835694928
0,19.0,0.08,0.6,-15.0,0.280282,0.00013229252812129938
0,21.0,0.08,0.6,-15.0,0.235342,9.039773024639079e-05
0,23.0,0.08,0.6,-15.0,0.207746,0.00010102357900227044
0,27.0,0.08,0.6,-15.0,0.173943,8.878274765748572e-05
0,31.0,0.08,0.6,-15.0,0.153084,5.913877856038768e-05
0,315.0,0.08,0.6,-15.0,0.0381213,1.0358232710471152e-05
0,40.0,0.08,0.6,-15.0,0.125139,6.122333718413113e-05
0,65.0,0.08,0.6,-15.0,0.0907206,3.5988539291418897e-05
0,90.0,0.08,0.6,-15.0,0.0748327,2.8981048612902806e-05
0,115.0,0.08,0.7,-15.0,0.0651722,2.1058255180767207e-05
0,15.3,0.08,0.7,-15.0,0.874327,0.0003268773470279288
0,15.6,0.08,0.7,-15.0,0.640127,0.00027648971705357704
0,16.0,0.08,0.7,-15.0,0.510689,0.00022072582473712466
0,165.0,0.08,0.7,-15.0,0.0535401,1.5786317899286635e-05
0,17.0,0.08,0.7,-15.0,0.377659,0.00022786551926914643
0,19.0,0.08,0.7,-15.0,0.280198,0.00011863779066189787
0,21.0,0.08,0.7,-15.0,0.235289,0.00010379477846228787
0,23.0,0.08,0.7,-15.0,0.207709,7.84127195467492e-05
0,27.0,0.08,0.7,-15.0,0.17392,7.400379316972958e-05
0,31.0,0.08,0.7,-15.0,0.153069,7.612439707869086e-05
0,315.0,0.08,0.7,-15.0,0.0381211,9.343949181153706e-06
0,40.0,0.08,0.7,-15.0,0.125132,5.7982423372817444e-05
0,65.0,0.08,0.7,-15.0,0.0907177,3.3585795444574925e-05
0,90.0,0.08,0.7,-15.0,0.0748311,2.519503545056159e-05
0,115.0,0.08,0.8,-15.0,0.0651711,2.1474992796155868e-05
0,15.3,0.08,0.8,-15.0,0.873933,0.00048012550442561605
0,15.6,0.08,0.8,-15.0,0.639804,0.00023375602190696472
0,16.0,0.08,0.8,-15.0,0.510439,0.00018896515331314132
0,165.0,0.08,0.8,-15.0,0.0535395,1.5593880548677303e-05
0,17.0,0.08,0.8,-15.0,0.377506,0.00020539802720531656
0,19.0,0.08,0.8,-15.0,0.280119,0.00012467170682539642
0,21.0,0.08,0.8,-15.0,0.235238,0.00010651924045973992
0,23.0,0.08,0.8,-15.0,0.207674,9.345540290487429e-05
0,27.0,0.08,0.8,-15.0,0.173898,7.702239023901544e-05
0,31.0,0.08,0.8,-15.0,0.153055,7.690984936906467e-05
0,315.0,0.08,0.8,-15.0,0.0381209,1.0002285540528081e-05
0,40.0,0.08,0.8,-15.0,0.125124,5.77879087451499e-05
0,65.0,0.08,0.8,-15.0,0.0907147,3.364506852868808e-05
0,90.0,0.08,0.8,-15.0,0.0748294,2.6339454418178572e-05
0,115.0,0.08,0.9,-15.0,0.0651704,2.190997102888347e-05
0,15.3,0.08,0.9,-15.0,0.87357,0.0004944330086068678
0,15.6,0.08,0.9,-15.0,0.6395,0.000177926593648266
0,16.0,0.08,0.9,-15.0,0.510202,0.00023831133098572936
0,165.0,0.08,0.9,-15.0,0.053539,1.6588620670246407e-05
0,17.0,0.08,0.9,-15.0,0.377359,0.00014201961355713667
0,19.0,0.08,0.9,-15.0,0.280041,0.00012228980774342286
0,21.0,0.08,0.9,-15.0,0.235188,0.00012743224237812034
0,23.0,0.08,0.9,-15.0,0.207638,6.694450572561449e-05
0,27.0,0.08,0.9,-15.0,0.173877,8.918371967608988e-05
0,31.0,0.08,0.9,-15.0,0.15304,8.05635696232044e-05
0,315.0,0.08,0.9,-15.0,0.0381206,1.0183250250319999e-05
0,40.0,0.08,0.9,-15.0,0.125116,5.3883412972347046e-05
0,65.0,0.08,0.9,-15.0,0.0907118,3.7179699528641885e-05
0,90.0,0.08,0.9,-15.0,0.0748278,2.809707644396625e-05
0,115.0,0.08,0.0,-15.0,0.0651797,1.887830580404163e-05
0,15.3,0.08,0.0,-15.0,0.878383,0.00010905430730379487
0,15.6,0.08,0.0,-15.0,0.64324,8.227602788452461e-05
0,16.0,0.08,0.0,-15.0,0.512928,0.00013430696075140115
0,165.0,0.08,0.0,-15.0,0.0535446,1.6616170608726753e-05
0,17.0,0.08,0.0,-15.0,0.378917,0.000151483186088315
0,19.0,0.08,0.0,-15.0,0.280811,0.00011715936859315679
0,21.0,0.08,0.0,-15.0,0.235668,0.00012091503860968246
0,23.0,0.08,0.0,-15.0,0.207974,0.00010331447529522112
0,27.0,0.08,0.0,-15.0,0.174076,7.943932913838641e-05
0,31.0,0.08,0.0,-15.0,0.153175,7.03193688437512e-05
0,315.0,0.08,0.0,-15.0,0.0381225,1.0971107080185278e-05
0,40.0,0.08,0.0,-15.0,0.125188,5.012922635369111e-05
0,65.0,0.08,0.0,-15.0,0.0907385,3.508653555894428e-05
0,90.0,0.08,0.0,-15.0,0.074843,2.408063199350223e-05
0,115.0,0.11248,0.08,-15.0,0.0651675,2.325131246052376e-05
0,15.3,0.11248,0.08,-15.0,0.875447,0.0002792314392016819
0,15.6,0.11248,0.08,-15.0,0.640803,0.00026047757988021113
0,16.0,0.11248,0.08,-15.0,0.511055,0.00017944550274602474
0,165.0,0.11248,0.08,-15.0,0.0535375,1.7870434728145148e-05
0,17.0,0.11248,0.08,-15.0,0.377733,0.0001595481433834867
0,19.0,0.11248,0.08,-15.0,0.280149,0.0001137492846510724
0,21.0,0.11248,0.08,-15.0,0.235222,8.983833182171013e-05
0,23.0,0.11248,0.08,-15.0,0.207646,8.740245669139721e-05
0,27.0,0.11248,0.08,-15.0,0.173869,7.478351140741359e-05
0,31.0,0.11248,0.08,-15.0,0.153027,7.335055362152474e-05
0,315.0,0.11248,0.08,-15.0,0.0381201,9.706544657669036e-06
0,40.0,0.11248,0.08,-15.0,0.125106,6.0235997376481624e-05
0,65.0,0.11248,0.08,-15.0,0.0907058,3.564139874971274e-05
0,90.0,0.11248,0.08,-15.0,0.0748241,2.9772143630857898e-05
0,115.0,0.11248,0.1354,-15.0,0.0651676,2.1470084274369434e-05
0,15.3,0.11248,0.1354,-15.0,0.875099,0.00036137339695410317
0,15.6,0.11248,0.1354,-15.0,0.640543,0.00018529430346372249
0,16.0,0.11248,0.1354,-15.0,0.510873,0.00020494432672541228
0,165.0,0.11248,0.1354,-15.0,0.0535377,1.5696151502023444e-05
