,initial_ke,mid1_ratio,mid2_ratio,retardation,tof_min,tof_std
0,28.0,0.9,0.08,-3.0,0.129987,5.908160836408145e-05
0,3.3,0.9,0.08,-3.0,0.928837,0.0
0,3.6,0.9,0.08,-3.0,0.687758,0.00023844566117532155
0,303.0,0.9,0.08,-3.0,0.0382921,9.287776216555322e-06
0,4.0,0.9,0.08,-3.0,0.553456,0.0001641158127664639
0,5.0,0.9,0.08,-3.0,0.411693,0.00018603533588764412
0,53.0,0.9,0.08,-3.0,0.0927961,3.891262591276942e-05
0,7.0,0.9,0.08,-3.0,0.304455,0.00013342050535805334
0,78.0,0.9,0.08,-3.0,0.0760467,2.6131598455960038e-05
0,9.0,0.9,0.08,-3.0,0.253906,0.00010561674486023485
0,103.0,0.9,0.1354,-3.0,0.065992,2.184868406797605e-05
0,11.0,0.9,0.1354,-3.0,0.222641,0.00011643905079061038
0,15.0,0.9,0.1354,-3.0,0.184386,9.276161340021208e-05
0,153.0,0.9,0.1354,-3.0,0.0540042,1.5239953164194336e-05
0,19.0,0.9,0.1354,-3.0,0.160955,7.612795596773143e-05
0,28.0,0.9,0.1354,-3.0,0.129985,5.6244913486876296e-05
0,303.0,0.9,0.1354,-3.0,0.0382919,9.608808747278786e-06
0,4.0,0.9,0.1354,-3.0,0.553145,0.00030184046558846155
0,5.0,0.9,0.1354,-3.0,0.411675,0.0002258947059623463
0,53.0,0.9,0.1354,-3.0,0.0927958,3.875024514773998e-05
0,7.0,0.9,0.1354,-3.0,0.304446,0.00021169870235716978
0,78.0,0.9,0.1354,-3.0,0.0760465,2.2705684801149126e-05
0,9.0,0.9,0.1354,-3.0,0.253895,8.865259291168984e-05
0,103.0,0.9,0.2,-3.0,0.0659927,2.1766875034486325e-05
0,11.0,0.9,0.2,-3.0,0.22264,7.259689189022428e-05
0,15.0,0.9,0.2,-3.0,0.184386,7.852849778084099e-05
0,153.0,0.9,0.2,-3.0,0.0540044,1.8441144006792133e-05
0,19.0,0.9,0.2,-3.0,0.160953,6.981515201639792e-05
0,28.0,0.9,0.2,-3.0,0.129983,4.3737746764973865e-05
0,3.6,0.9,0.2,-3.0,0.687683,0.00029560333782505284
0,303.0,0.9,0.2,-3.0,0.0382921,1.0653878725353628e-05
0,4.0,0.9,0.2,-3.0,0.553112,9.758073580372338e-05
0,5.0,0.9,0.2,-3.0,0.411693,0.00012305061781826552
0,53.0,0.9,0.2,-3.0,0.0927954,3.30157272532252e-05
0,7.0,0.9,0.2,-3.0,0.304436,9.817611226570794e-05
0,78.0,0.9,0.2,-3.0,0.0760463,2.8494168523068962e-05
0,9.0,0.9,0.2,-3.0,0.2539,9.107357682881255e-05
0,103.0,0.9,0.3,-3.0,0.0659917,2.1938962784963617e-05
0,11.0,0.9,0.3,-3.0,0.222629,0.00012757742052161883
0,15.0,0.9,0.3,-3.0,0.184379,7.542914861358758e-05
0,153.0,0.9,0.3,-3.0,0.054004,1.5959176671419343e-05
0,19.0,0.9,0.3,-3.0,0.16095,6.671510565178794e-05
0,28.0,0.9,0.3,-3.0,0.129982,4.417665200247734e-05
0,3.6,0.9,0.3,-3.0,0.687623,0.00033650000000001734
0,303.0,0.9,0.3,-3.0,0.0382918,9.878782414844733e-06
0,4.0,0.9,0.3,-3.0,0.553207,9.399999999997373e-05
0,5.0,0.9,0.3,-3.0,0.411623,0.00017358490630515173
0,53.0,0.9,0.3,-3.0,0.0927948,3.364077666878377e-05
0,7.0,0.9,0.3,-3.0,0.30442,8.181024793182148e-05
0,78.0,0.9,0.3,-3.0,0.076046,2.830441087397307e-05
0,9.0,0.9,0.3,-3.0,0.253878,9.237807400108754e-05
0,103.0,0.9,0.4,-3.0,0.0659914,2.3184296213364547e-05
0,11.0,0.9,0.4,-3.0,0.222622,7.303839569963127e-05
0,15.0,0.9,0.4,-3.0,0.184375,6.76956868631384e-05
0,153.0,0.9,0.4,-3.0,0.0540045,1.8171023850664796e-05
0,19.0,0.9,0.4,-3.0,0.160947,7.643749044302258e-05
0,28.0,0.9,0.4,-3.0,0.12998,6.078653240587075e-05
0,3.6,0.9,0.4,-3.0,0.687564,0.0006333532453010119
0,303.0,0.9,0.4,-3.0,0.0382918,9.46639630312333e-06
0,4.0,0.9,0.4,-3.0,0.553165,0.00010450000000001662
0,5.0,0.9,0.4,-3.0,0.411592,0.00024391445734111026
0,53.0,0.9,0.4,-3.0,0.0927963,3.753396546459576e-05
0,7.0,0.9,0.4,-3.0,0.304416,0.00010309342376208843
0,78.0,0.9,0.4,-3.0,0.0760462,2.9021200433566397e-05
0,9.0,0.9,0.4,-3.0,0.253867,0.00014306765103903473
0,103.0,0.9,0.5,-3.0,0.0659912,2.0110175897494628e-05
0,11.0,0.9,0.5,-3.0,0.222615,9.899088124739015e-05
0,15.0,0.9,0.5,-3.0,0.18437,7.528742524901729e-05
0,153.0,0.9,0.5,-3.0,0.0540041,1.7006554284359977e-05
0,19.0,0.9,0.5,-3.0,0.160946,6.549217454758509e-05
0,28.0,0.9,0.5,-3.0,0.129979,6.617490414247144e-05
0,303.0,0.9,0.5,-3.0,0.0382917,9.693021258355975e-06
0,4.0,0.9,0.5,-3.0,0.552962,0.00017266586228902332
0,5.0,0.9,0.5,-3.0,0.411561,0.00010194971108219563
0,53.0,0.9,0.5,-3.0,0.0927943,3.409801649546393e-05
0,7.0,0.9,0.5,-3.0,0.304387,0.000165330162638467
0,78.0,0.9,0.5,-3.0,0.0760453,2.5651649815015428e-05
0,9.0,0.9,0.5,-3.0,0.253857,8.84903743116291e-05
0,103.0,0.9,0.6,-3.0,0.065991,2.453445204154159e-05
0,11.0,0.9,0.6,-3.0,0.222607,9.873183189843359e-05
0,15.0,0.9,0.6,-3.0,0.184366,7.049079452436242e-05
0,153.0,0.9,0.6,-3.0,0.0540036,1.7158725348965117e-05
0,19.0,0.9,0.6,-3.0,0.160945,7.901568058162407e-05
0,28.0,0.9,0.6,-3.0,0.129976,4.949408290315154e-05
0,303.0,0.9,0.6,-3.0,0.0382917,9.362578748991849e-06
0,4.0,0.9,0.6,-3.0,0.552914,0.00025980762113531904
0,5.0,0.9,0.6,-3.0,0.41153,0.00012266485505909238
0,53.0,0.9,0.6,-3.0,0.0927931,4.4650917293505586e-05
0,7.0,0.9,0.6,-3.0,0.304371,8.990037843262426e-05
0,78.0,0.9,0.6,-3.0,0.0760455,2.581917954823389e-05
0,9.0,0.9,0.6,-3.0,0.253847,0.0001236790469276706
0,103.0,0.9,0.7,-3.0,0.0659912,2.438810629662116e-05
0,11.0,0.9,0.7,-3.0,0.2226,8.337648432344918e-05
0,15.0,0.9,0.7,-3.0,0.184364,7.90205411049257e-05
0,153.0,0.9,0.7,-3.0,0.0540035,1.7501194264001706e-05
0,19.0,0.9,0.7,-3.0,0.160939,7.636992417448465e-05
0,28.0,0.9,0.7,-3.0,0.129976,6.0839437864969067e-05
0,303.0,0.9,0.7,-3.0,0.0382916,1.0402482297348463e-05
0,4.0,0.9,0.7,-3.0,0.552866,0.00024655138071679296
0,5.0,0.9,0.7,-3.0,0.4115,0.0001525751429375917
0,53.0,0.9,0.7,-3.0,0.0927925,3.291954146118675e-05
0,7.0,0.9,0.7,-3.0,0.304355,9.226369816997619e-05
0,78.0,0.9,0.7,-3.0,0.0760452,3.02788400845003e-05
0,9.0,0.9,0.7,-3.0,0.253837,0.00011891448735553799
0,103.0,0.9,0.8,-3.0,0.0659906,1.8167879397189736e-05
0,11.0,0.9,0.8,-3.0,0.222593,9.445868406434789e-05
0,15.0,0.9,0.8,-3.0,0.184357,7.852305476653985e-05
0,153.0,0.9,0.8,-3.0,0.0540034,1.6520721440779774e-05
0,19.0,0.9,0.8,-3.0,0.160936,6.37938717289972e-05
0,28.0,0.9,0.8,-3.0,0.129973,5.3564348355999175e-05
0,303.0,0.9,0.8,-3.0,0.0382916,9.193799996528137e-06
0,4.0,0.9,0.8,-3.0,0.553005,0.00032456201256461626
0,5.0,0.9,0.8,-3.0,0.411518,0.0002014454434001344
0,53.0,0.9,0.8,-3.0,0.0927919,3.995423910560268e-05
0,7.0,0.9,0.8,-3.0,0.304354,9.90397647412333e-05
0,78.0,0.9,0.8,-3.0,0.0760444,2.4693800336205653e-05
0,9.0,0.9,0.8,-3.0,0.253827,8.496510911804107e-05
0,103.0,0.9,0.9,-3.0,0.0659908,2.256485102841949e-05
0,11.0,0.9,0.9,-3.0,0.222586,0.00010330577999954542
0,15.0,0.9,0.9,-3.0,0.184353,7.355026157291101e-05
0,153.0,0.9,0.9,-3.0,0.0540036,1.7436632872724733e-05
0,19.0,0.9,0.9,-3.0,0.160933,6.890714916087955e-05
0,28.0,0.9,0.9,-3.0,0.129972,3.950202668673693e-05
0,303.0,0.9,0.9,-3.0,0.0382918,1.0247349821610131e-05
0,4.0,0.9,0.9,-3.0,0.552772,0.0006257895013499943
0,5.0,0.9,0.9,-3.0,0.41144,0.00026974788799344703
0,53.0,0.9,0.9,-3.0,0.0927913,3.8841755456662447e-05
0,7.0,0.9,0.9,-3.0,0.304338,0.00012189821077100021
0,78.0,0.9,0.9,-3.0,0.0760446,3.0510036199038234e-05
0,9.0,0.9,0.9,-3.0,0.253817,0.00011006209095571229
0,103.0,0.9,0.0,-3.0,0.0659923,2.194988887429858e-05
0,11.0,0.9,0.0,-3.0,0.222651,0.00011720108839917476
0,15.0,0.9,0.0,-3.0,0.184392,7.156011892505409e-05
0,153.0,0.9,0.0,-3.0,0.0540047,1.6759151497288818e-05
0,19.0,0.9,0.0,-3.0,0.160959,8.854508344855487e-05
0,28.0,0.9,0.0,-3.0,0.129986,5.5552198026613214e-05
0,3.3,0.9,0.0,-3.0,0.928764,0.0
0,3.6,0.9,0.0,-3.0,0.687808,0.00021477430013856327
0,303.0,0.9,0.0,-3.0,0.0382922,1.0209498437275276e-05
0,4.0,0.9,0.0,-3.0,0.553215,0.0002643073967939735
0,5.0,0.9,0.0,-3.0,0.411718,0.00013705162391978697
0,53.0,0.9,0.0,-3.0,0.0927966,3.6817249978262763e-05
0,7.0,0.9,0.0,-3.0,0.304469,0.00010489994753066481
0,78.0,0.9,0.0,-3.0,0.076047,2.625583827422372e-05
0,9.0,0.9,0.0,-3.0,0.253909,9.320425517381204e-05
0,103.0,0.0,0.08,-3.0,0.0660578,2.1120051323030282e-05
0,11.0,0.0,0.08,-3.0,0.224927,0.00010482846596369834
0,15.0,0.0,0.08,-3.0,0.185735,7.665620610817975e-05
0,153.0,0.0,0.08,-3.0,0.0540403,1.677998160334758e-05
0,19.0,0.0,0.08,-3.0,0.16187,6.961187274828867e-05
0,28.0,0.0,0.08,-3.0,0.130476,5.7742872089927525e-05
0,3.3,0.0,0.08,-3.0,0.967529,0.0006404880175349048
0,3.6,0.0,0.08,-3.0,0.714684,0.0005393761326748452
0,303.0,0.0,0.08,-3.0,0.0383048,9.525701723104909e-06
0,4.0,0.0,0.08,-3.0,0.572218,0.0002705438960380448
0,5.0,0.0,0.08,-3.0,0.422345,0.000205548268483465
0,53.0,0.0,0.08,-3.0,0.0929777,3.62345504183792e-05
0,7.0,0.0,0.08,-3.0,0.309681,0.00013481989237709905
0,78.0,0.0,0.08,-3.0,0.0761475,2.7923076482570894e-05
0,9.0,0.0,0.08,-3.0,0.25716,0.00011064697559534942
0,103.0,0.0,0.1354,-3.0,0.0660577,2.1920273091630995e-05
0,11.0,0.0,0.1354,-3.0,0.224921,8.844208312445737e-05
0,15.0,0.0,0.1354,-3.0,0.185732,7.563880452941776e-05
0,153.0,0.0,0.1354,-3.0,0.0540402,1.7571246085669103e-05
0,19.0,0.0,0.1354,-3.0,0.161868,6.977314255396883e-05
0,28.0,0.0,0.1354,-3.0,0.130475,5.1736227761853195e-05
0,3.3,0.0,0.1354,-3.0,0.967042,0.000742207814107388
0,3.6,0.0,0.1354,-3.0,0.714483,0.0003770026044829767
0,303.0,0.0,0.1354,-3.0,0.0383047,1.0369351242491298e-05
0,4.0,0.0,0.1354,-3.0,0.572114,0.00026837357133773355
0,5.0,0.0,0.1354,-3.0,0.422305,0.00019102042264706632
0,53.0,0.0,0.1354,-3.0,0.0929774,3.250628542220324e-05
0,7.0,0.0,0.1354,-3.0,0.309666,0.00012731912721005692
0,78.0,0.0,0.1354,-3.0,0.0761473,2.6114185329718207e-05
0,9.0,0.0,0.1354,-3.0,0.257151,0.00010259298431438114
0,103.0,0.0,0.2,-3.0,0.0660587,2.2476100553320746e-05
0,11.0,0.0,0.2,-3.0,0.224916,8.680529114171513e-05
0,15.0,0.0,0.2,-3.0,0.18573,7.916268800171083e-05
0,153.0,0.0,0.2,-3.0,0.0540401,1.61602195795226e-05
0,19.0,0.0,0.2,-3.0,0.161866,7.229708243264636e-05
0,28.0,0.0,0.2,-3.0,0.130473,6.673920458449775e-05
0,3.3,0.0,0.2,-3.0,0.966497,0.0008502175934804954
0,3.6,0.0,0.2,-3.0,0.714244,0.00029439306495162323
0,303.0,0.0,0.2,-3.0,0.0383047,1.0032097667884978e-05
0,4.0,0.0,0.2,-3.0,0.571994,0.00024402738131252993
0,5.0,0.0,0.2,-3.0,0.422259,0.00018020486444146649
0,53.0,0.0,0.2,-3.0,0.092977,3.429304684892725e-05
0,7.0,0.0,0.2,-3.0,0.30965,0.00013206700176481196
0,78.0,0.0,0.2,-3.0,0.0761467,2.7445425649469134e-05
0,9.0,0.0,0.2,-3.0,0.257141,0.00010846612469177214
0,103.0,0.0,0.3,-3.0,0.0660577,2.3671809087069234e-05
0,11.0,0.0,0.3,-3.0,0.224906,9.889136535187844e-05
0,15.0,0.0,0.3,-3.0,0.185724,7.983498853782371e-05
0,153.0,0.0,0.3,-3.0,0.0540403,1.5591661986531476e-05
0,19.0,0.0,0.3,-3.0,0.161863,7.12174558651209e-05
0,28.0,0.0,0.3,-3.0,0.130472,4.951900991595788e-05
0,3.3,0.0,0.3,-3.0,0.965698,0.0007200148403193291
0,3.6,0.0,0.3,-3.0,0.71389,0.0002949535941780238
0,303.0,0.0,0.3,-3.0,0.0383047,1.0915999382837651e-05
0,4.0,0.0,0.3,-3.0,0.571815,0.00021412215336532204
0,5.0,0.0,0.3,-3.0,0.422189,0.00016296968923997592
0,53.0,0.0,0.3,-3.0,0.0929764,3.510090545578625e-05
0,7.0,0.0,0.3,-3.0,0.309623,0.0001235738079414786
0,78.0,0.0,0.3,-3.0,0.0761464,2.9625296230455223e-05
0,9.0,0.0,0.3,-3.0,0.257127,0.00010871914590616787
0,103.0,0.0,0.4,-3.0,0.0660571,2.2570470284909694e-05
0,11.0,0.0,0.4,-3.0,0.224896,9.394731252194445e-05
0,15.0,0.0,0.4,-3.0,0.185719,8.044094865689885e-05
0,153.0,0.0,0.4,-3.0,0.0540399,1.6920287242413944e-05
0,19.0,0.0,0.4,-3.0,0.161859,7.166721957900497e-05
0,28.0,0.0,0.4,-3.0,0.13047,5.831626998291838e-05
0,3.3,0.0,0.4,-3.0,0.964948,0.0004137145566444961
0,3.6,0.0,0.4,-3.0,0.71355,0.0002608912243707904
0,303.0,0.0,0.4,-3.0,0.0383048,9.600200232263568e-06
0,4.0,0.0,0.4,-3.0,0.571634,0.00018804946500387284
0,5.0,0.0,0.4,-3.0,0.422119,0.0001604659046373338
0,53.0,0.0,0.4,-3.0,0.0929757,3.7054202521973626e-05
0,7.0,0.0,0.4,-3.0,0.309597,0.0001177873422212658
0,78.0,0.0,0.4,-3.0,0.0761465,2.6465351586765467e-05
0,9.0,0.0,0.4,-3.0,0.257113,0.00010120196997399253
0,103.0,0.0,0.5,-3.0,0.0660569,2.217708195105169e-05
0,11.0,0.0,0.5,-3.0,0.224887,0.00010383560518405045
0,15.0,0.0,0.5,-3.0,0.185713,6.882591464316795e-05
0,153.0,0.0,0.5,-3.0,0.0540398,1.57514723449312e-05
0,19.0,0.0,0.5,-3.0,0.161856,5.81768026908439e-05
0,28.0,0.0,0.5,-3.0,0.130468,6.056411812091565e-05
0,3.3,0.0,0.5,-3.0,0.964242,0.00038369666345023723
0,3.6,0.0,0.5,-3.0,0.713222,0.0002636732058511487
0,303.0,0.0,0.5,-3.0,0.0383046,9.691624046254509e-06
0,4.0,0.0,0.5,-3.0,0.57146,0.00020185877182386496
0,5.0,0.0,0.5,-3.0,0.422051,0.00016290459491256922
0,53.0,0.0,0.5,-3.0,0.0929756,3.801413622263418e-05
0,7.0,0.0,0.5,-3.0,0.309572,0.00011846503077981928
0,78.0,0.0,0.5,-3.0,0.0761474,2.924049867307784e-05
0,9.0,0.0,0.5,-3.0,0.257098,9.795578465864374e-05
0,103.0,0.0,0.6,-3.0,0.0660571,2.339008076845491e-05
0,11.0,0.0,0.6,-3.0,0.224879,0.00010579488776751171
0,15.0,0.0,0.6,-3.0,0.185708,7.989194078790052e-05
0,153.0,0.0,0.6,-3.0,0.05404,1.7686510353325972e-05
0,19.0,0.0,0.6,-3.0,0.161853,7.220403014153997e-05
0,28.0,0.0,0.6,-3.0,0.130467,6.94253779169218e-05
0,3.3,0.0,0.6,-3.0,0.963575,0.0004669477068295768
0,3.6,0.0,0.6,-3.0,0.712904,0.0002550195687296682
0,303.0,0.0,0.6,-3.0,0.0383048,1.0400872013024464e-05
0,4.0,0.0,0.6,-3.0,0.571289,0.0002062942047004459
0,5.0,0.0,0.6,-3.0,0.421983,0.00016511373741755238
0,53.0,0.0,0.6,-3.0,0.092975,4.0715556538645246e-05
0,7.0,0.0,0.6,-3.0,0.309546,0.0001210405566514685
0,78.0,0.0,0.6,-3.0,0.0761458,2.8274203158019498e-05
0,9.0,0.0,0.6,-3.0,0.257085,0.00010009507325684063
0,103.0,0.0,0.7,-3.0,0.0660565,2.3408224630587856e-05
0,11.0,0.0,0.7,-3.0,0.224868,0.00010304500916125441
0,15.0,0.0,0.7,-3.0,0.185704,7.079285844019989e-05
0,153.0,0.0,0.7,-3.0,0.0540395,1.6731539349798797e-05
0,19.0,0.0,0.7,-3.0,0.16185,6.722423283930118e-05
0,28.0,0.0,0.7,-3.0,0.130465,4.61360696420398e-05
0,3.3,0.0,0.7,-3.0,0.962945,0.0004182648291759189
0,3.6,0.0,0.7,-3.0,0.712597,0.00022640109887365768
0,303.0,0.0,0.7,-3.0,0.0383047,9.344440156768905e-06
0,4.0,0.0,0.7,-3.0,0.571125,0.00020330173224910678
0,5.0,0.0,0.7,-3.0,0.421916,0.0001669788268170532
0,53.0,0.0,0.7,-3.0,0.0929744,3.262156671447829e-05
0,7.0,0.0,0.7,-3.0,0.309521,0.00012118508839366684
0,78.0,0.0,0.7,-3.0,0.076145,2.863543045294124e-05
0,9.0,0.0,0.7,-3.0,0.25707,0.00013154005540182758
0,103.0,0.0,0.8,-3.0,0.0660563,2.216439546795022e-05
0,11.0,0.0,0.8,-3.0,0.224859,9.430213478084076e-05
0,15.0,0.0,0.8,-3.0,0.185699,9.271855258989703e-05
0,153.0,0.0,0.8,-3.0,0.0540394,1.6192961222597432e-05
0,19.0,0.0,0.8,-3.0,0.161847,6.250548139448304e-05
0,28.0,0.0,0.8,-3.0,0.130464,6.810278166201701e-05
0,3.3,0.0,0.8,-3.0,0.962346,0.00035077249716480906
0,3.6,0.0,0.8,-3.0,0.7123,0.00028242693912625567
0,303.0,0.0,0.8,-3.0,0.0383044,1.0260119349135387e-05
0,4.0,0.0,0.8,-3.0,0.57096,0.00017984976553484802
0,5.0,0.0,0.8,-3.0,0.421849,0.0001596173149807476
0,53.0,0.0,0.8,-3.0,0.0929733,3.8085472911055035e-05
0,7.0,0.0,0.8,-3.0,0.309497,0.00010434007434128556
0,78.0,0.0,0.8,-3.0,0.0761451,2.7006773681924423e-05
0,9.0,0.0,0.8,-3.0,0.257056,9.860895797244122e-05
0,103.0,0.0,0.9,-3.0,0.0660561,2.5509050565823436e-05
0,11.0,0.0,0.9,-3.0,0.22485,9.45892702554744e-05
0,15.0,0.0,0.9,-3.0,0.185694,8.402104818799026e-05
0,153.0,0.0,0.9,-3.0,0.0540393,1.8741311448527893e-05
0,19.0,0.0,0.9,-3.0,0.161842,6.40352660596843e-05
0,28.0,0.0,0.9,-3.0,0.130461,5.163404487787141e-05
0,3.3,0.0,0.9,-3.0,0.961776,0.00033499272647109443
0,3.6,0.0,0.9,-3.0,0.712012,0.00023955458181516343
0,303.0,0.0,0.9,-3.0,0.0383044,1.0167829244867276e-05
0,4.0,0.0,0.9,-3.0,0.5708,0.0001856294510372366
0,5.0,0.0,0.9,-3.0,0.421784,0.00016631930925886947
0,53.0,0.0,0.9,-3.0,0.0929726,4.2248504559239244e-05
0,7.0,0.0,0.9,-3.0,0.30947,0.00011104937141162867
0,78.0,0.0,0.9,-3.0,0.0761443,3.161028737858111e-05
0,9.0,0.0,0.9,-3.0,0.257042,9.487309049153524e-05
0,103.0,0.0,0.0,-3.0,0.066058,2.3187526904332018e-05
0,11.0,0.0,0.0,-3.0,0.224934,0.00010277754405413613
0,15.0,0.0,0.0,-3.0,0.185739,9.812215765715089e-05
0,153.0,0.0,0.0,-3.0,0.0540404,1.8021174039811374e-05
0,19.0,0.0,0.0,-3.0,0.161873,6.980570161512254e-05
0,28.0,0.0,0.0,-3.0,0.130477,5.5137711577342606e-05
0,3.3,0.0,0.0,-3.0,0.968269,0.0006289851750043953
0,3.6,0.0,0.0,-3.0,0.714989,0.0008977075605097329
0,303.0,0.0,0.0,-3.0,0.0383048,1.0574946790903225e-05
0,4.0,0.0,0.0,-3.0,0.572371,0.0003302086039624609
0,5.0,0.0,0.0,-3.0,0.422404,0.0002301612403906874
0,53.0,0.0,0.0,-3.0,0.0929782,3.740865697882123e-05
0,7.0,0.0,0.0,-3.0,0.309702,0.0001278706956397938
0,78.0,0.0,0.0,-3.0,0.0761474,2.8561020120219736e-05
0,9.0,0.0,0.0,-3.0,0.257174,0.00011540957031475357
0,0.3,0.08,0.1354,3.0,0.547096,0.00012511582188453685
0,0.6,0.08,0.1354,3.0,0.460686,0.00013093296765980054
0,100.0,0.08,0.1354,3.0,0.0655628,2.3000063320298945e-05
0,150.0,0.08,0.1354,3.0,0.0537684,1.6990231417091068e-05
0,25.0,0.08,0.1354,3.0,0.126772,5.5031497590645556e-05
0,300.0,0.08,0.1354,3.0,0.0382076,9.810128478981605e-06
0,50.0,0.08,0.1354,3.0,0.0916107,3.6773863748645194e-05
0,75.0,0.08,0.1354,3.0,0.0753913,2.8553380327421682e-05
0,0.3,0.08,0.2,3.0,0.547131,0.0002912437265875402
0,0.6,0.08,0.2,3.0,0.46071,0.0002649438554595507
0,100.0,0.08,0.2,3.0,0.0655629,1.975929076527518e-05
0,150.0,0.08,0.2,3.0,0.0537684,1.7078835227044968e-05
0,25.0,0.08,0.2,3.0,0.126773,5.5862139225189945e-05
0,300.0,0.08,0.2,3.0,0.0379582,3.121730700124904e-05
0,50.0,0.08,0.2,3.0,0.0916111,3.212524777183077e-05
0,75.0,0.08,0.2,3.0,0.0753915,2.4075618365378754e-05
0,0.3,0.08,0.3,3.0,0.547173,0.00036227461147577485
0,0.6,0.08,0.3,3.0,0.460753,0.000265725293423868
0,100.0,0.08,0.3,3.0,0.0655632,2.1536624609222656e-05
0,150.0,0.08,0.3,3.0,0.0537686,1.6533183637514214e-05
0,25.0,0.08,0.3,3.0,0.126775,5.399687419064389e-05
0,300.0,0.08,0.3,3.0,0.0382077,9.450619473702753e-06
0,50.0,0.08,0.3,3.0,0.0916117,3.5857580809995245e-05
0,75.0,0.08,0.3,3.0,0.0753918,2.607160270757934e-05
0,0.3,0.08,0.6,3.0,0.547299,0.00038015113163276904
0,0.6,0.08,0.6,3.0,0.46086,0.0003220986098044438
0,100.0,0.08,0.6,3.0,0.0655638,2.3309580333067405e-05
0,150.0,0.08,0.6,3.0,0.0537689,1.5932804807320074e-05
0,25.0,0.08,0.6,3.0,0.126779,5.3010512999123245e-05
0,300.0,0.08,0.6,3.0,0.0382078,9.877861350680514e-06
0,50.0,0.08,0.6,3.0,0.0916134,3.5964076849209095e-05
0,75.0,0.08,0.6,3.0,0.0753928,2.9580934847828416e-05
0,0.3,0.08,0.8,3.0,0.547388,0.0003597532446528722
0,0.6,0.08,0.8,3.0,0.460936,0.00033495070265215227
0,0.3,0.08,0.8,3.0,0.547388,0.0003812940123579443
0,100.0,0.08,0.8,3.0,0.0655642,2.1591090684318575e-05
0,150.0,0.08,0.8,3.0,0.0537691,1.694144237426325e-05
0,25.0,0.08,0.8,3.0,0.126782,5.2713622260209866e-05
0,300.0,0.08,0.8,3.0,0.0382079,9.742989509980997e-06
0,50.0,0.08,0.8,3.0,0.0916146,3.5517792015922795e-05
0,75.0,0.08,0.8,3.0,0.0753934,3.092226461362452e-05
0,0.3,0.08,0.9,3.0,0.547434,0.0003775871482748534
0,0.6,0.08,0.9,3.0,0.460975,0.0003606236799413333
0,100.0,0.08,0.9,3.0,0.0655644,2.3688982179532767e-05
0,150.0,0.08,0.9,3.0,0.0537693,1.5676285515656118e-05
0,25.0,0.08,0.9,3.0,0.126784,5.118270294393877e-05
0,300.0,0.08,0.9,3.0,0.0382079,1.0502295256707674e-05
0,50.0,0.08,0.9,3.0,0.0916151,3.276587866044868e-05
0,75.0,0.08,0.9,3.0,0.0753937,2.5646446242928065e-05
0,0.3,0.08,0.0,3.0,0.547038,9.749173853345174e-05
0,0.6,0.08,0.0,3.0,0.460637,0.00013397565279295494
0,100.0,0.08,0.0,3.0,0.0655625,2.26134648337832e-05
0,150.0,0.08,0.0,3.0,0.0537685,1.5766416241100433e-05
0,25.0,0.08,0.0,3.0,0.12677,4.7735308465846774e-05
0,300.0,0.08,0.0,3.0,0.0382078,9.241719683913975e-06
0,50.0,0.08,0.0,3.0,0.09161,3.482521999790861e-05
0,75.0,0.08,0.0,3.0,0.0753908,2.5439896764905872e-05
0,0.3,0.11248,0.1354,3.0,0.547901,0.00011605546583071619
0,0.6,0.11248,0.1354,3.0,0.461314,0.0001336249620194252
0,100.0,0.11248,0.1354,3.0,0.0655659,1.974050198876617e-05
0,150.0,0.11248,0.1354,3.0,0.0537697,1.581359812589534e-05
0,25.0,0.11248,0.1354,3.0,0.126791,4.342158224928604e-05
0,300.0,0.11248,0.1354,3.0,0.0382081,9.944702026008093e-06
0,50.0,0.11248,0.1354,3.0,0.0916172,4.1084788286580645e-05
0,75.0,0.11248,0.1354,3.0,0.0753958,2.413997203064359e-05
0,0.3,0.11248,0.2,3.0,0.547929,0.00027899144150506783
0,0.6,0.11248,0.2,3.0,0.461339,0.00026346574522113654
0,0.3,0.11248,0.2,3.0,0.547932,0.00027491767029490043
0,100.0,0.11248,0.2,3.0,0.0655653,2.134725337110476e-05
0,150.0,0.11248,0.2,3.0,0.0537697,1.7623091803075328e-05
0,25.0,0.11248,0.2,3.0,0.126791,4.9001114355731604e-05
0,300.0,0.11248,0.2,3.0,0.0382081,1.0395768964441086e-05
0,50.0,0.11248,0.2,3.0,0.0916176,3.56506687203784e-05
0,75.0,0.11248,0.2,3.0,0.0753951,2.6034510277570634e-05
0,0.3,0.11248,0.3,3.0,0.547974,0.0003777803342978249
0,0.6,0.11248,0.3,3.0,0.461377,0.0002888544878579384
0,100.0,0.11248,0.3,3.0,0.0655655,1.9080520412679994e-05
0,150.0,0.11248,0.3,3.0,0.0537699,1.7446542583664855e-05
0,25.0,0.11248,0.3,3.0,0.126792,5.816528629518693e-05
0,300.0,0.11248,0.3,3.0,0.0382081,1.0360417499918032e-05
0,50.0,0.11248,0.3,3.0,0.0916182,3.813872139646502e-05
0,75.0,0.11248,0.3,3.0,0.0753954,2.8471052729523217e-05
0,0.3,0.11248,0.6,3.0,0.54811,0.0004087696477780044
0,0.6,0.11248,0.6,3.0,0.461492,0.0003587733228782854
0,100.0,0.11248,0.6,3.0,0.0655661,2.2701634722153832e-05
0,150.0,0.11248,0.6,3.0,0.0537702,1.8102691720143977e-05
